template_name,alkyne_name,template_smi,alkyne_smi,molecule_smi,synthesis_success,synthesis_success_prob,is_experiment_x,abl1_pIC50,abl1_pIC50_std,kit_pIC50,pdgf_pIC50
8-1,22-1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)n2c1,1,0.5360461387167744,0,7.390089465233937,7.156327724810335,7.5598469526488,7.953599356260181
8-1,22-2,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1,1.0,1,8.045757490560675,1.0,7.617656539444525,7.895027039385306
8-1,22-3,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,0,0.0,1,7.515735100290019,7.1529914438132645,7.53207441340547,7.809318794101261
8-1,22-4,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1,1.0,1,8.065501548756432,1.0,7.654377527449268,7.8156235954152
8-1,22-5,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nccn12,1,1.0,1,9.69897000433602,1.0,7.306832503035309,7.39517470303611
8-1,22-6,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,1,1.0,1,8.638272163982407,1.0,7.247813710698301,7.504765668975598
8-1,22-7,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncn1C,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncn1C,1,1.0,1,7.045757490560675,1.0,7.535330668336956,8.023912113426778
8-1,22-8,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccn1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccn1,1,0.9842781971447956,0,5.907613298855183,7.073579969507444,7.446674833156101,7.324706068943311
8-1,22-9,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnccn1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnccn1,0,0.0628668037193466,0,7.250820757052067,7.137658028068024,7.211549835306256,7.598830799442229
8-1,22-10,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2n1,1,0.9876988524201714,0,7.241945994198421,7.161732509396147,7.458354628639546,7.535382411674479
8-1,22-11,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ccc2n1,1,0.9840750491012802,0,7.265728410270801,7.137727502799871,7.595176973086697,7.335973170939089
8-1,22-12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnc2c1,1,0.945384217335908,0,7.187452562052926,7.160620485344561,7.2277754983365,7.862677062502549
8-1,22-13,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2scnc2c1,1,0.9840750491012802,0,7.052106052930368,7.199058376311378,6.773086368921022,7.207108574544281
8-1,22-14,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.0,1,7.409050952218686,7.155503587269626,7.481273601665991,7.952159904961957
8-1,22-15,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccnc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1,1,0.8175159427733314,0,7.165380102110916,7.1501715648533,7.376438309912586,7.853222637161696
8-1,22-16,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccncc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccncc1,1,0.9664246865823124,0,5.9036544181986095,7.112680995627078,6.978762805839309,7.492687019717327
8-1,22-17,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1,1,0.9876988524201714,0,5.888498327814676,7.117521645642418,7.229922691406407,7.486652245676339
8-1,22-18,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(C#N)c1,1,0.7221081131110451,0,5.935589996394826,7.095797662748509,7.094908597671028,7.481614204696861
8-1,22-19,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(F)c1,1,0.9840750491012802,0,5.922049701512694,7.089183742666405,7.30870206547699,7.583178781559046
8-1,22-20,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(F)cc1,1,0.9840750491012802,0,5.875106246277373,7.115845295047267,7.370068088863823,7.446833442457256
8-1,22-21,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,1,0.9824217149827358,0,7.283928174327151,7.145279825580639,7.430478418777951,7.990955288619547
8-1,22-22,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(Nc2ccccc2)nc1,1,0.7475805816418538,0,7.30507048199207,7.187474999290591,7.532668506611717,7.804474037425129
8-1,22-23,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,1,1.0,1,7.055517327849832,1.0,7.377484920023712,7.660237824218494
8-1,22-24,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1F,1,0.9876988524201714,0,5.964336761799826,7.101832116300306,7.376198264336686,7.62986642763651
8-1,22-25,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,0,0.0,1,7.317688115482943,7.170492997403252,7.303714297466633,7.881847379181199
8-1,22-26,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nc[nH]c12,1,1.0,1,7.886056647693163,1.0,7.295242662297953,7.520205737431169
8-1,22-27,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)s1,0,0.1971581521126445,0,7.268420770420533,7.177462501815492,7.694653883275859,8.062090699568861
8-2,22-1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(CCO)CC5)c(C(F)(F)F)c4)ccc3C)n2c1,1,0.8161609676347558,0,7.258004406037351,7.126468391323596,7.8022941243277,8.003019977598925
8-2,22-2,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1,1.0,1,7.721246399047171,1.0,7.873885846993479,8.008554803972599
8-2,22-3,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,1,1.0,1,7.229147988357855,1.0,7.747899825329418,7.864612373651616
8-2,22-4,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1,1.0,1,7.920818753952375,1.0,7.906951359122313,7.924231865700685
8-2,22-5,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nccn12,1,1.0,1,8.221848749616356,1.0,7.655946623226192,7.508960694218615
8-2,22-6,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,1,1.0,1,8.522878745280337,1.0,7.602970296031405,7.616768060990155
8-2,22-7,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncn1C,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncn1C,1,0.9840750491012802,0,7.346188831600036,7.133799180163449,7.819334438913909,8.045056845461117
8-2,22-8,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccn1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccn1,1,0.9842781971447956,0,5.324138503214547,7.082131450661363,7.732564268964927,7.440575072568143
8-2,22-9,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnccn1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnccn1,0,0.0,1,7.187718509254093,7.1313861200083135,7.585919935014147,7.664510363717241
8-2,22-10,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2n1,1,0.9876988524201714,0,7.185767587581025,7.105281004882414,7.732198607375281,7.745294409854106
8-2,22-11,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ccc2n1,1,0.9840750491012802,0,7.233213219687283,7.080766400999673,7.8534774842111394,7.464759828870795
8-2,22-12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnc2c1,1,0.9394830558623126,0,7.160375331301817,7.086903431537873,7.611322300294197,7.993075939824856
8-2,22-13,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2scnc2c1,1,0.9840750491012802,0,7.074695134944838,7.112724208786759,7.222238667931402,7.288370432436625
8-2,22-14,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.1762626582004882,0,7.384177660559361,7.090362680980764,7.785192889893644,7.994047143315573
8-2,22-15,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccnc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1,0,0.0,1,7.16172787386764,7.101356439614582,7.709307564852176,7.954483173032745
8-2,22-16,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccncc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccncc1,1,0.9664246865823124,0,5.411186450113538,7.096785779197693,7.43729438785961,7.616838865056584
8-2,22-17,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1,1,0.9876988524201714,0,5.361629638194737,7.119955804534726,7.585908463557418,7.694766915794962
8-2,22-18,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(C#N)c1,1,0.7221081131110451,0,5.3914941494116615,7.094689095473715,7.512102607240386,7.647469568034357
8-2,22-19,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(F)c1,1,0.9840750491012802,0,5.40620901169248,7.100497441686494,7.676413198307585,7.750235037395785
8-2,22-20,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(F)cc1,1,0.9840750491012802,0,5.379485224960113,7.132932688762239,7.699200997720129,7.616796521448229
8-2,22-21,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,1,0.9824217149827358,0,7.244163519216511,7.125187566335259,7.77820940904323,7.996161161460192
8-2,22-22,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(Nc2ccccc2)nc1,1,0.5546796469126549,0,7.221568346217969,7.116088514731462,7.805537839033197,7.8542950333922334
8-2,22-23,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,1,0.9855714145331566,0,7.189548103174487,7.1064904600247605,7.681981343652014,7.690392412270267
8-2,22-24,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1F,1,0.9876988524201714,0,5.398698756828306,7.09445661738759,7.685771769459878,7.823374789602504
8-2,22-25,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,0,0.0,1,7.297689010844734,7.111829171093613,7.667891473486232,7.901575335729438
8-2,22-26,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nc[nH]c12,1,1.0,1,7.853871964321762,1.0,7.641355856533673,7.653275578610172
8-2,22-27,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)s1,0,0.1971581521126445,0,7.132113183689908,7.102521190388821,7.973679896647861,8.081073285204276
8-3,22-1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(C(=O)Nc4ccc(CN5CCC(O)CC5)c(C(F)(F)F)c4)ccc3C)n2c1,0,0.2370466416903419,0,6.635743029150323,7.08475262421961,7.550618343838578,8.111886011707947
8-3,22-2,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1,0.9785506601259422,0,6.974287143338842,7.0723920433008605,7.605886112327792,8.138546287962793
8-3,22-3,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,0,0.3804546161282112,0,6.753432680725116,7.099001277477407,7.518829369714438,7.979769094538459
8-3,22-4,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1,0.9006071448610737,0,6.978935721276442,7.094290044922976,7.641116024711626,8.04435883151647
8-3,22-5,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nccn12,1,1.0,1,7.346787486224656,1.0,7.261329794273784,7.652835328489063
8-3,22-6,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,0,0.0,1,7.806552092722706,7.084890247233069,7.201356234730764,7.759700414999636
8-3,22-7,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncn1C,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncn1C,1,1.0,1,6.721246399047171,1.0,7.526703349112669,8.165207952532668
8-3,22-8,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccn1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccn1,1,0.9842781971447956,0,4.9602345177660006,7.0419385888331725,7.433356471893802,7.591814023904751
8-3,22-9,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnccn1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnccn1,0,0.0108824988878227,0,6.595447101366852,7.081175917636139,7.1619232091019605,7.813341282637739
8-3,22-10,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2n1,1,1.0,1,6.657577319177793,1.0,7.437940993262188,7.891383715108705
