template_name,alkyne_name,template_smi,alkyne_smi,molecule_smi,synthesis_success,synthesis_success_prob,is_experiment_x,abl1_pIC50,abl1_pIC50_std,kit_pIC50,pdgf_pIC50
8-3,22-11,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ccc2n1,1,1.0,1,6.552841968657781,1.0,7.58175629498053,7.607114335314168
8-3,22-12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnc2c1,1,0.9394830558623126,0,6.60364208137826,7.084386097116547,7.167445361742549,8.120038043295287
8-3,22-13,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2scnc2c1,1,0.9840750491012802,0,6.491723589521941,7.086459302215046,6.709533744102732,7.420006182755984
8-3,22-14,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.1762626582004882,0,7.009205334136476,7.092315688595036,7.445687931620991,8.103942381632036
8-3,22-15,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccnc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1,0,0.4235437862040149,0,6.574960152872224,7.080384074883976,7.339492452855441,8.097771938361365
8-3,22-16,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccncc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccncc1,1,1.0,1,5.0,1.0,6.922694742927862,7.7759288921339005
8-3,22-17,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1,1,0.9876988524201714,0,5.0040105779736095,7.034150862066181,7.199300955817257,7.872910024059672
8-3,22-18,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(C#N)c1,1,0.7221081131110451,0,5.009767642977476,7.039893396806342,7.046115825243745,7.812132831534456
8-3,22-19,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(F)c1,1,1.0,1,5.0,1.0,7.275305698010761,7.922342523204769
8-3,22-20,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(F)cc1,1,1.0,1,5.0,1.0,7.345192056818907,7.783486107860344
8-3,22-21,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,1,0.9824217149827358,0,6.571291675313388,7.070223340609043,7.3815484520032655,8.121028066167494
8-3,22-22,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(Nc2ccccc2)nc1,0,0.3513209422038262,0,6.671360622410951,7.084161273702535,7.520316099007022,7.956694141843488
8-3,22-23,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,1,1.0,1,6.7447274948966935,1.0,7.355006992445418,7.834988353326387
8-3,22-24,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1F,1,0.9876988524201714,0,5.009344225334287,7.036459689040103,7.358108133331568,7.998806441488869
8-3,22-25,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,0,0.0164130026291284,0,6.589953029809757,7.084489577428581,7.250466110997626,8.02471008605344
8-3,22-26,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nc[nH]c12,1,0.9840750491012802,0,7.005238953570919,7.076437073068381,7.251432777168071,7.799223121474687
8-3,22-27,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCC(O)CC4)c(C(F)(F)F)c3)ccc2C)s1,0,0.2018064615892248,0,6.5265164239554965,7.090964747535152,7.683551864454619,8.196935115868131
8-4,22-1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(C(=O)Nc4ccc(Cn5ccnc5)c(C(F)(F)F)c4)ccc3C)n2c1,0,0.1408779845265962,0,6.746155671157657,7.05635357630805,7.556404731865994,7.207521405443588
8-4,22-2,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1,0.916663954298715,0,7.180718086132228,7.058653773849477,7.627460716127146,6.9692215272139615
8-4,22-3,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,0,0.1693289135631119,0,6.8617700508540205,7.065187958128536,7.67084248791693,7.150289468163965
8-4,22-4,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,0,0.0,1,7.02111178138508,7.071455570139432,7.700453737795956,6.89248642472772
8-4,22-5,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nccn12,1,1.0,1,7.769551078621726,1.0,7.563294517277908,6.513829786815744
8-4,22-6,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,0,0.0,1,8.074944928490543,7.072786203902993,7.484379017629184,6.606407742655063
8-4,22-7,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cncn1C,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncn1C,1,0.8969924427740583,0,6.83296736912807,7.050737429390858,7.548102033491751,7.335163011991623
8-4,22-8,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccn1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccccn1,1,1.0,1,5.0,1.0,7.471268781367539,6.423670005805102
8-4,22-9,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnccn1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnccn1,0,0.0246787941950721,0,6.649100937951318,7.052724574527492,7.438757461725896,6.702581709187649
8-4,22-10,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2n1,1,0.9508820914175036,0,6.723423602148618,7.061858448118661,7.497303359290793,6.584212277889269
8-4,22-11,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ccc2n1,1,0.8969924427740583,0,6.66517195734412,7.077705190982819,7.6271579694213,6.452655786860504
8-4,22-12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnc2c1,1,0.8969924427740583,0,6.630746789719609,7.0624297250779815,7.456829779910006,6.948029688879435
8-4,22-13,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2scnc2c1,1,0.8969924427740583,0,6.52612085002712,7.064784356329916,7.299110645128485,6.413049068044105
8-4,22-14,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.0663154623419526,0,7.052344803829003,7.058314360925952,7.6327962972805,7.149216339211607
8-4,22-15,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cccnc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1,1,0.5226940130774254,0,6.588335945489381,7.045783479679118,7.49724885205851,6.884726977778862
8-4,22-16,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccncc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccncc1,1,0.9421226590384888,0,4.99429266217276,7.035219477445287,7.235504445746086,6.550475306805978
8-4,22-17,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1,1,1.0,1,5.0,1.0,7.242840050442181,6.4736145618097005
8-4,22-18,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cccc(C#N)c1,1,0.6709058149845379,0,5.015660792042238,7.032266791145246,7.069902247027621,6.559305472438049
8-4,22-19,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cccc(F)c1,1,1.0,1,5.0,1.0,7.356227455689579,6.620833810880964
8-4,22-20,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccc(F)cc1,1,0.9418815679465068,0,5.000099749001828,7.032443502574961,7.373790184690301,6.502577956285276
8-4,22-21,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,1,0.8969924427740583,0,6.596606395948184,7.049031978632501,7.678399755357644,7.339062596083815
8-4,22-22,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc(Nc2ccccc2)nc1,1,0.7616413368882567,0,6.698692929655525,7.057301292050078,7.503091386097742,7.091071469108139
8-4,22-23,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,1,0.844147815437749,0,6.615556389666686,7.0621109768715655,7.461814163484371,6.86714335092002
8-4,22-24,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1F,1,0.9729074311940336,0,5.009437534434143,7.037935178362537,7.346859408116509,6.633882873061671
8-4,22-25,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,0,0.0,1,6.614490596677163,7.065469842526611,7.546258050261037,7.152260142781941
8-4,22-26,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nc[nH]c12,0,0.0,1,7.021731134608103,7.0624846016254175,7.523505662736656,6.596710159721697
8-4,22-27,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccc(Cn4ccnc4)c(C(F)(F)F)c3)ccc2C)s1,0,0.0867576384489705,0,6.574823618879496,7.065828348179162,7.6979814607426595,7.70958478773214
8-5,22-1,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(C(=O)Nc4ccccc4)ccc3C)n2c1,1,1.0,1,5.0,1.0,7.418759150083153,6.823198089794582
8-5,22-2,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2ccccn12,1,0.9785506601259422,0,5.62047847186817,7.08810563639881,7.524566950612293,6.421672548276377
8-5,22-3,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,1,0.975191531722748,0,5.436496475065896,7.071278816751224,7.523495758808176,6.989513004688508
8-5,22-4,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cccnn12,1,0.9420538042188312,0,5.505874394787568,7.066048931863846,7.668743781345806,6.334700473545153
8-5,22-5,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncc2nccn12,1,0.9292914535489076,0,5.991600488736651,7.063433228923875,7.428459299891089,5.844449878187005
8-5,22-6,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cnccn12,1,0.7422014196252514,0,6.200378726527234,7.082417173259196,7.25779797500131,5.949496426268091
8-5,22-7,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cncn1C,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncn1C,1,0.9876988524201714,0,5.153331198725102,7.071866746552405,7.345893953217893,6.989621871725289
8-5,22-8,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccccn1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccccn1,1,0.9843155436372768,0,4.878591450214541,7.046735008923226,7.0583549076811885,5.694378576917579
8-5,22-9,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnccn1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnccn1,0,0.0414715916944118,0,5.215095611857132,7.081209338958293,7.037510843297001,6.0177559426368505
8-5,22-10,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2ccccc2n1,1,0.9876988524201714,0,5.268981119240389,7.059329265558085,7.204104289878901,5.910945925955722
8-5,22-11,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2[nH]ccc2n1,1,0.9876988524201714,0,5.28744397842262,7.067864049141585,7.550081394162123,5.758595242796116
8-5,22-12,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cccnc2c1,1,1.0,1,5.221848749616356,1.0,7.046332856654902,6.408356100477703
8-5,22-13,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2scnc2c1,1,1.0,1,5.0,1.0,6.954299799675098,5.77130272163347
8-5,22-14,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.2175491653088375,0,5.825031393304288,7.066953482871152,7.496996480010473,6.742720041787401
8-5,22-15,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cccnc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cccnc1,1,0.8063742936793074,0,5.197465008476529,7.057102990482734,7.074331333719894,6.232018303085408
8-5,22-16,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccncc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccncc1,1,0.9844314589791756,0,4.961541824901934,7.042252118088433,6.487264430344199,5.812752872139095
8-5,22-17,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccccc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccccc1,1,1.0,1,5.0,1.0,6.398336557760915,5.690637607817339
8-5,22-18,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cccc(C#N)c1,1,1.0,1,5.0,1.0,6.131396258437481,5.830789243954299
8-5,22-19,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cccc(F)c1,1,0.9878733106601282,0,4.991482502696567,7.038596345628663,6.684031927338068,5.884535160762856
8-5,22-20,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccc(F)cc1,1,0.9876988524201714,0,4.9726002558683575,7.047935127147119,6.681064061978696,5.746238004988888
8-5,22-21,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncnc1,1,0.9856686813705648,0,5.234578842378826,7.0519932636860245,7.604179786577825,7.017326777910112
8-5,22-22,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc(Nc2ccccc2)nc1,0,0.0,1,5.248230725143436,7.062088865031435,7.35169680029192,6.729222984085684
8-5,22-23,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccc(N)nc1,1,0.9888585674232212,0,5.181990167669432,7.067170591153796,7.077275864283746,6.30130891331262
8-5,22-24,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccccc1F,1,1.0,1,5.0,1.0,6.712314358861069,5.887903290149459
8-5,22-25,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2nccn2c1,1,0.8207531415001288,0,5.288656122014556,7.062012226657206,7.246211411823019,6.746568200377096
8-5,22-26,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncc2nc[nH]c12,1,0.9861259029374656,0,5.673407290920806,7.060767442595487,7.373584197228168,5.938370932405172
8-5,22-27,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccccc3)ccc2C)s1,1,1.0,1,5.096910013008056,1.0,7.716487556743949,7.636780699247752
16-1,22-1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)n2c1,1,0.8419795421539681,0,7.420005775411013,7.1225665243035055,7.5650982435331455,7.806352119143597
